"","X","GameId","Date","HomeTeam","AwayTeam","HomeGoals","HomeShots","AwayGoals","AwayShots","HomePDO","AwayPDO","HomeTSR","AwayTSR","HomeWins","AwayWins"
"557",557,22206,2009-01-26,"Khimik","Sibir Novosibirsk Region",4,26,3,31,1057,943,0.456140350877193,0.543859649122807,"win","loss"
"558",558,22207,2009-01-26,"SKA Saint Petersburg","Atlant Moscow Region",1,38,2,15,893,1107,0.716981132075472,0.283018867924528,"loss","win"
"559",559,22208,2009-01-26,"Severstal Cherepovets","HC MVD",4,26,1,27,1117,883,0.490566037735849,0.509433962264151,"win","loss"
"560",560,22209,2009-01-26,"Lokomotiv Yaroslavl","Torpedo Nizhny Novgorod",2,27,4,32,949,1051,0.457627118644068,0.542372881355932,"loss","win"
"561",561,22210,2009-01-27,"Dinamo Minsk","CSKA Moscow",3,27,4,35,997,1003,0.435483870967742,0.564516129032258,"loss","win"
"562",562,22211,2009-01-27,"Vityaz Moscow Region","Dynamo M",0,11,6,34,824,1176,0.244444444444444,0.755555555555556,"loss","win"
"563",563,22212,2009-01-28,"Ak Bars Kazan","Traktor Chelyabinsk",6,25,2,17,1122,878,0.595238095238095,0.404761904761905,"win","loss"
"564",564,22213,2009-01-28,"Lada","Sibir Novosibirsk Region",3,24,2,18,1014,986,0.571428571428571,0.428571428571429,"win","loss"
"565",565,22214,2009-01-28,"Barys Astana","Metallurg Novokuznetsk",3,30,1,14,1029,971,0.681818181818182,0.318181818181818,"win","loss"
"566",566,22215,2009-01-28,"Khimik","Amur Khabarovsk",5,23,2,24,1134,866,0.48936170212766,0.51063829787234,"win","loss"
"567",567,22216,2009-01-28,"SKA Saint Petersburg","HC MVD",2,43,2,29,978,1022,0.597222222222222,0.402777777777778,"draw","draw"
"568",568,22217,2009-01-28,"Severstal Cherepovets","Torpedo Nizhny Novgorod",3,40,4,23,901,1099,0.634920634920635,0.365079365079365,"loss","win"
"569",569,22218,2009-01-28,"Lokomotiv Yaroslavl","Atlant Moscow Region",5,38,1,32,1100,900,0.542857142857143,0.457142857142857,"win","loss"
"570",570,22219,2009-01-28,"Dinamo Riga","Spartak Moscow",4,29,1,34,1109,891,0.46031746031746,0.53968253968254,"win","loss"
"571",571,22220,2009-01-29,"Dinamo Riga","CSKA Moscow",2,25,6,25,840,1160,0.5,0.5,"loss","win"
"572",572,22221,2009-01-29,"Dinamo Minsk","Vityaz Moscow Region",4,22,4,33,1061,939,0.4,0.6,"draw","draw"
"573",573,22222,2009-01-30,"Ak Bars Kazan","Salavat Yulaev Ufa",2,23,2,20,987,1013,0.534883720930233,0.465116279069767,"draw","draw"
"574",574,22223,2009-01-30,"Neftekhimik Nizhnekamsk","Traktor Chelyabinsk",2,26,4,22,895,1105,0.541666666666667,0.458333333333333,"loss","win"
"575",575,22224,2009-02-03,"Lada","Metallurg Magnitogorsk",2,15,1,23,1090,910,0.394736842105263,0.605263157894737,"win","loss"
"576",576,22225,2009-01-30,"Avangard Omsk Region","Amur Khabarovsk",2,31,5,24,856,1144,0.563636363636364,0.436363636363636,"loss","win"
"577",577,22226,2009-01-30,"Barys Astana","Sibir Novosibirsk Region",3,36,3,20,933,1067,0.642857142857143,0.357142857142857,"draw","draw"
"578",578,22227,2009-01-30,"Khimik","Metallurg Novokuznetsk",1,27,3,27,926,1074,0.5,0.5,"loss","win"
"579",579,22228,2009-01-30,"SKA Saint Petersburg","Torpedo Nizhny Novgorod",2,38,2,30,986,1014,0.558823529411765,0.441176470588235,"draw","draw"
"580",580,22229,2009-01-30,"Severstal Cherepovets","Atlant Moscow Region",0,32,6,32,812,1188,0.5,0.5,"loss","win"
"581",581,22230,2009-01-30,"Lokomotiv Yaroslavl","HC MVD",7,27,2,37,1205,795,0.421875,0.578125,"win","loss"
"582",582,22231,2009-01-30,"Dynamo M","Spartak Moscow",4,25,1,20,1110,890,0.555555555555556,0.444444444444444,"win","loss"
"583",583,22232,2009-02-01,"HC MVD","CSKA Moscow",2,22,0,20,1091,909,0.523809523809524,0.476190476190476,"win","loss"
"584",584,22233,2009-02-01,"Neftekhimik Nizhnekamsk","Metallurg Magnitogorsk",5,24,1,26,1170,830,0.48,0.52,"win","loss"
"585",585,22234,2009-02-01,"Lada","Salavat Yulaev Ufa",5,24,2,24,1125,875,0.5,0.5,"win","loss"
"586",586,22235,2009-02-01,"Avangard Omsk Region","Sibir Novosibirsk Region",7,38,1,17,1125,875,0.690909090909091,0.309090909090909,"win","loss"
"587",587,22236,2009-02-01,"Dinamo Minsk","Spartak Moscow",0,17,2,31,935,1065,0.354166666666667,0.645833333333333,"loss","win"
"588",588,22237,2009-02-01,"Dynamo M","Torpedo Nizhny Novgorod",4,37,2,24,1025,975,0.60655737704918,0.39344262295082,"win","loss"
"589",589,22238,2009-02-11,"Torpedo Nizhny Novgorod","Dinamo Minsk",3,24,2,23,1038,962,0.51063829787234,0.48936170212766,"win","loss"
"590",590,22239,2009-02-11,"Amur Khabarovsk","Lokomotiv Yaroslavl",2,27,5,31,913,1087,0.46551724137931,0.53448275862069,"loss","win"
"591",591,22240,2009-02-11,"Metallurg Magnitogorsk","CSKA Moscow",4,36,4,31,982,1018,0.537313432835821,0.462686567164179,"draw","draw"
"592",592,22241,2009-02-11,"Salavat Yulaev Ufa","Spartak Moscow",2,24,1,31,1051,949,0.436363636363636,0.563636363636364,"win","loss"
"593",593,22242,2009-02-11,"Ak Bars Kazan","Vityaz Moscow Region",4,29,2,24,1055,945,0.547169811320755,0.452830188679245,"win","loss"
"594",594,22243,2009-02-11,"Lada","Avangard Omsk Region",2,22,0,23,1091,909,0.488888888888889,0.511111111111111,"win","loss"
"595",595,22244,2009-02-11,"Dynamo M","Atlant Moscow Region",4,43,2,18,982,1018,0.704918032786885,0.295081967213115,"win","loss"
"596",596,22245,2009-02-12,"HC MVD","Dinamo Riga",2,27,4,16,824,1176,0.627906976744186,0.372093023255814,"loss","win"
"597",597,22246,2009-02-12,"Amur Khabarovsk","Lokomotiv Yaroslavl",1,24,1,33,1011,989,0.421052631578947,0.578947368421053,"draw","draw"
"598",598,22247,2009-02-12,"Metallurg Novokuznetsk","SKA Saint Petersburg",0,14,1,29,966,1034,0.325581395348837,0.674418604651163,"loss","win"
"599",599,22248,2009-02-12,"Sibir Novosibirsk Region","Severstal Cherepovets",2,35,3,20,907,1093,0.636363636363636,0.363636363636364,"loss","win"
"600",600,22249,2009-02-12,"Metallurg Magnitogorsk","Khimik",4,37,3,20,958,1042,0.649122807017544,0.350877192982456,"win","loss"
"601",601,22250,2009-02-12,"Traktor Chelyabinsk","Barys Astana",3,24,1,35,1096,904,0.406779661016949,0.593220338983051,"win","loss"
"602",602,22251,2009-02-13,"Torpedo Nizhny Novgorod","Vityaz Moscow Region",5,34,2,28,1076,924,0.548387096774194,0.451612903225806,"win","loss"
"603",603,22252,2009-02-13,"HC MVD","Dynamo M",1,27,4,31,908,1092,0.46551724137931,0.53448275862069,"loss","win"
"604",604,22253,2009-02-13,"Atlant Moscow Region","Dinamo Minsk",4,40,2,25,1020,980,0.615384615384615,0.384615384615385,"win","loss"
"605",605,22254,2009-02-13,"Salavat Yulaev Ufa","Avangard Omsk Region",3,41,1,32,1042,958,0.561643835616438,0.438356164383562,"win","loss"
"606",606,22255,2009-02-13,"Ak Bars Kazan","Neftekhimik Nizhnekamsk",2,18,1,20,1061,939,0.473684210526316,0.526315789473684,"win","loss"
"607",607,22256,2009-02-13,"CSKA Moscow","Spartak Moscow",0,50,2,15,867,1133,0.769230769230769,0.230769230769231,"loss","win"
"608",608,22257,2009-02-14,"Atlant Moscow Region","Dinamo Riga",4,32,2,27,1051,949,0.542372881355932,0.457627118644068,"win","loss"
"609",609,22258,2009-02-14,"Amur Khabarovsk","Severstal Cherepovets",1,26,5,23,821,1179,0.530612244897959,0.469387755102041,"loss","win"
"610",610,22259,2009-02-14,"Metallurg Novokuznetsk","Lokomotiv Yaroslavl",1,16,2,39,1011,989,0.290909090909091,0.709090909090909,"loss","win"
"611",611,22260,2009-02-14,"Sibir Novosibirsk Region","SKA Saint Petersburg",2,20,3,26,985,1015,0.434782608695652,0.565217391304348,"loss","win"
"612",612,22261,2009-02-14,"Metallurg Magnitogorsk","Barys Astana",5,34,2,28,1076,924,0.548387096774194,0.451612903225806,"win","loss"
"613",613,22262,2009-02-14,"Salavat Yulaev Ufa","Khimik",3,41,5,33,922,1078,0.554054054054054,0.445945945945946,"loss","win"
"614",614,22263,2009-02-15,"Torpedo Nizhny Novgorod","Dynamo M",3,22,2,27,1062,938,0.448979591836735,0.551020408163265,"win","loss"
"615",615,22264,2009-02-15,"HC MVD","Dinamo Minsk",5,26,5,22,965,1035,0.541666666666667,0.458333333333333,"draw","draw"
"616",616,22265,2009-02-15,"Traktor Chelyabinsk","Avangard Omsk Region",3,37,6,23,820,1180,0.616666666666667,0.383333333333333,"loss","win"
"617",617,22266,2009-02-15,"Ak Bars Kazan","Lada",1,25,1,22,995,1005,0.531914893617021,0.468085106382979,"draw","draw"
"618",618,22267,2009-02-15,"Neftekhimik Nizhnekamsk","Vityaz Moscow Region",10,28,2,19,1252,748,0.595744680851064,0.404255319148936,"win","loss"
"619",619,22268,2009-02-16,"Torpedo Nizhny Novgorod","Dinamo Riga",4,18,5,33,1071,929,0.352941176470588,0.647058823529412,"loss","win"
"620",620,22269,2009-02-16,"Atlant Moscow Region","CSKA Moscow",2,49,7,31,815,1185,0.6125,0.3875,"loss","win"
"621",621,22270,2009-02-16,"Amur Khabarovsk","SKA Saint Petersburg",2,17,3,33,1027,973,0.34,0.66,"loss","win"
"622",622,22271,2009-02-16,"Metallurg Novokuznetsk","Severstal Cherepovets",6,19,4,29,1178,822,0.395833333333333,0.604166666666667,"win","loss"
"623",623,22272,2009-02-16,"Sibir Novosibirsk Region","Lokomotiv Yaroslavl",5,29,3,38,1093,907,0.432835820895522,0.567164179104478,"win","loss"
"624",624,22273,2009-02-16,"Traktor Chelyabinsk","Khimik",4,33,1,18,1066,934,0.647058823529412,0.352941176470588,"win","loss"
"625",625,22274,2009-02-16,"Salavat Yulaev Ufa","Barys Astana",2,42,1,20,998,1002,0.67741935483871,0.32258064516129,"win","loss"
"626",626,22275,2009-02-17,"Metallurg Magnitogorsk","Avangard Omsk Region",2,44,2,25,965,1035,0.63768115942029,0.36231884057971,"draw","draw"
"627",627,22276,2009-02-18,"Dynamo M","Ak Bars Kazan",2,24,5,23,866,1134,0.51063829787234,0.48936170212766,"loss","win"
"628",628,22277,2009-02-19,"Metallurg Magnitogorsk","HC MVD",1,30,4,22,852,1148,0.576923076923077,0.423076923076923,"loss","win"
"629",629,22278,2009-02-19,"Dynamo M","Neftekhimik Nizhnekamsk",1,23,4,19,833,1167,0.547619047619048,0.452380952380952,"loss","win"
"630",630,22279,2009-02-19,"Spartak Moscow","Metallurg Novokuznetsk",2,37,1,21,1006,994,0.637931034482759,0.362068965517241,"win","loss"
"631",631,22280,2009-02-19,"Vityaz Moscow Region","Torpedo Nizhny Novgorod",3,35,5,27,901,1099,0.564516129032258,0.435483870967742,"loss","win"
"632",632,22281,2009-02-20,"Atlant Moscow Region","Salavat Yulaev Ufa",0,28,1,24,958,1042,0.538461538461538,0.461538461538462,"loss","win"
"633",633,22282,2009-02-20,"Avangard Omsk Region","Lada",0,34,3,15,800,1200,0.693877551020408,0.306122448979592,"loss","win"
"634",634,22283,2009-02-20,"Barys Astana","Ak Bars Kazan",0,30,3,30,900,1100,0.5,0.5,"loss","win"
"635",635,22284,2009-02-20,"Dinamo Riga","Sibir Novosibirsk Region",6,28,4,28,1071,929,0.5,0.5,"win","loss"
"636",636,22285,2009-02-20,"CSKA Moscow","Traktor Chelyabinsk",1,32,1,44,1009,991,0.421052631578947,0.578947368421053,"draw","draw"
"637",637,22286,2009-02-21,"HC MVD","Vityaz Moscow Region",7,42,1,21,1119,881,0.666666666666667,0.333333333333333,"win","loss"
"638",638,22287,2009-02-21,"Avangard Omsk Region","Neftekhimik Nizhnekamsk",4,31,5,30,962,1038,0.508196721311475,0.491803278688525,"loss","win"
"639",639,22288,2009-02-21,"Dinamo Riga","Sibir Novosibirsk Region",2,25,2,34,1021,979,0.423728813559322,0.576271186440678,"draw","draw"
"640",640,22289,2009-02-21,"Dinamo Minsk","Amur Khabarovsk",3,18,2,21,1071,929,0.461538461538462,0.538461538461538,"win","loss"
"641",641,22290,2009-02-21,"Dynamo M","Metallurg Novokuznetsk",6,32,1,20,1138,862,0.615384615384615,0.384615384615385,"win","loss"
"642",642,22291,2009-02-21,"Spartak Moscow","Torpedo Nizhny Novgorod",5,37,3,20,985,1015,0.649122807017544,0.350877192982456,"win","loss"
"643",643,22292,2009-02-22,"Barys Astana","Lada",3,35,3,33,995,1005,0.514705882352941,0.485294117647059,"draw","draw"
"644",644,22293,2009-02-22,"Khimik","Ak Bars Kazan",1,20,4,25,890,1110,0.444444444444444,0.555555555555556,"loss","win"
"645",645,22294,2009-02-22,"SKA Saint Petersburg","Metallurg Magnitogorsk",3,30,0,16,1100,900,0.652173913043478,0.347826086956522,"win","loss"
"646",646,22295,2009-02-22,"Severstal Cherepovets","Traktor Chelyabinsk",3,22,0,24,1136,864,0.478260869565217,0.521739130434783,"win","loss"
"647",647,22296,2009-02-22,"Lokomotiv Yaroslavl","Salavat Yulaev Ufa",3,24,1,37,1098,902,0.39344262295082,0.60655737704918,"win","loss"
"648",648,22297,2009-02-23,"Barys Astana","Neftekhimik Nizhnekamsk",6,24,5,34,1103,897,0.413793103448276,0.586206896551724,"win","loss"
"649",649,22298,2009-02-23,"Dinamo Riga","Metallurg Novokuznetsk",3,25,2,22,1029,971,0.531914893617021,0.468085106382979,"win","loss"
"650",650,22299,2009-02-23,"Dinamo Minsk","Sibir Novosibirsk Region",2,21,7,23,791,1209,0.477272727272727,0.522727272727273,"loss","win"
"651",651,22300,2009-02-23,"Dynamo M","Amur Khabarovsk",2,31,0,34,1065,935,0.476923076923077,0.523076923076923,"win","loss"
"652",652,22301,2009-02-23,"CSKA Moscow","Torpedo Nizhny Novgorod",4,44,2,24,1008,992,0.647058823529412,0.352941176470588,"win","loss"
"653",653,22302,2009-02-23,"Vityaz Moscow Region","Atlant Moscow Region",0,38,4,25,840,1160,0.603174603174603,0.396825396825397,"loss","win"
"654",654,22303,2009-02-24,"Avangard Omsk Region","Ak Bars Kazan",1,39,3,22,889,1111,0.639344262295082,0.360655737704918,"loss","win"
"655",655,22304,2009-02-24,"Khimik","Lada",0,24,2,24,917,1083,0.5,0.5,"loss","win"
"656",656,22305,2009-02-24,"SKA Saint Petersburg","Traktor Chelyabinsk",2,31,2,20,965,1035,0.607843137254902,0.392156862745098,"draw","draw"
"657",657,22306,2009-02-24,"Severstal Cherepovets","Salavat Yulaev Ufa",0,31,4,15,733,1267,0.673913043478261,0.326086956521739,"loss","win"
"658",658,22307,2009-02-24,"Lokomotiv Yaroslavl","Metallurg Magnitogorsk",6,23,2,26,1184,816,0.469387755102041,0.530612244897959,"win","loss"
"659",659,22308,2009-02-24,"Spartak Moscow","HC MVD",5,26,2,28,1121,879,0.481481481481481,0.518518518518518,"win","loss"
"660",660,22309,2009-02-25,"Barys Astana","Torpedo Nizhny Novgorod",5,31,2,33,1101,899,0.484375,0.515625,"win","loss"
"661",661,22310,2009-02-25,"Khimik","Neftekhimik Nizhnekamsk",1,16,4,22,881,1119,0.421052631578947,0.578947368421053,"loss","win"
"662",662,22311,2009-02-25,"Dinamo Riga","Amur Khabarovsk",2,26,1,19,1024,976,0.577777777777778,0.422222222222222,"win","loss"
"663",663,22312,2009-02-25,"Dinamo Minsk","Metallurg Novokuznetsk",2,35,1,22,1012,988,0.614035087719298,0.385964912280702,"win","loss"
"664",664,22313,2009-02-25,"Dynamo M","Sibir Novosibirsk Region",3,38,4,17,844,1156,0.690909090909091,0.309090909090909,"loss","win"
"665",665,22314,2009-02-26,"Atlant Moscow Region","Spartak Moscow",3,33,2,36,1035,965,0.478260869565217,0.521739130434783,"win","loss"
"666",666,22315,2009-02-26,"Barys Astana","Vityaz Moscow Region",6,40,4,35,1036,964,0.533333333333333,0.466666666666667,"win","loss"
"667",667,22316,2009-02-26,"SKA Saint Petersburg","Salavat Yulaev Ufa",5,28,4,27,1030,970,0.509090909090909,0.490909090909091,"win","loss"
"668",668,22317,2009-02-26,"Severstal Cherepovets","Metallurg Magnitogorsk",1,34,2,26,952,1048,0.566666666666667,0.433333333333333,"loss","win"
"669",669,22318,2009-02-26,"Lokomotiv Yaroslavl","Traktor Chelyabinsk",3,41,1,36,1045,955,0.532467532467532,0.467532467532468,"win","loss"
"670",670,22319,2009-02-26,"Dinamo Riga","Amur Khabarovsk",0,22,1,30,967,1033,0.423076923076923,0.576923076923077,"loss","win"
"671",671,22320,2009-02-26,"Dinamo Minsk","Metallurg Novokuznetsk",2,29,4,24,902,1098,0.547169811320755,0.452830188679245,"loss","win"
"672",672,22321,2009-02-26,"CSKA Moscow","HC MVD",3,30,2,26,1023,977,0.535714285714286,0.464285714285714,"win","loss"
