"","X","X.1","GameId","Date","HomeTeam","AwayTeam","HomeGoals","HomeShots","AwayGoals","AwayShots","HomeWins","AwayWins","HomePDO","AwayPDO","HomeTSR","AwayTSR"
"728",728,728,38505,2014-02-28,"Lev Prague","Dinamo Minsk",3,34,1,24,"win","loss",1047,953,0.586206896551724,0.413793103448276
"729",729,729,38506,2014-03-01,"Admiral Vladivostok","Sibir Novosibirsk Region",3,29,1,21,"win","loss",1056,944,0.58,0.42
"730",730,730,38507,2014-03-01,"Amur Khabarovsk","Metallurg Novokuznetsk",2,34,7,44,"loss","win",900,1100,0.435897435897436,0.564102564102564
"731",731,731,38508,2014-03-02,"Traktor Chelyabinsk","Torpedo Nizhny Novgorod",0,27,1,20,"loss","win",950,1050,0.574468085106383,0.425531914893617
"732",732,732,38509,2014-03-02,"Metallurg Magnitogorsk","Ak Bars Kazan",1,23,0,33,"win","loss",1043,957,0.410714285714286,0.589285714285714
"733",733,733,38510,2014-03-02,"Salavat Yulaev Ufa","Dynamo Moscow",1,33,3,29,"loss","win",927,1073,0.532258064516129,0.467741935483871
"734",734,734,38511,2014-03-02,"Neftekhimik Nizhnekamsk","Vityaz Moscow Region",5,29,1,27,"win","loss",1135,865,0.517857142857143,0.482142857142857
"735",735,735,38512,2014-03-02,"Atlant Moscow Region","Ugra Khanty-Mansiysk",5,30,1,39,"win","loss",1141,859,0.434782608695652,0.565217391304348
"736",736,736,38513,2014-03-02,"Lokomotiv Yaroslavl","Avangard Omsk Region",4,25,1,33,"win","loss",1130,870,0.431034482758621,0.568965517241379
"737",737,737,38514,2014-03-02,"Severstal Cherepovets","Barys Astana",2,36,1,26,"win","loss",1017,983,0.580645161290323,0.419354838709677
"738",738,738,38515,2014-03-02,"SKA Saint Petersburg","Avtomobilist Yekaterinburg",4,29,0,29,"win","loss",1138,862,0.5,0.5
"739",739,739,38516,2014-03-02,"CSKA Moscow","Donbass Donetsk",1,30,1,37,"draw","draw",1006,994,0.447761194029851,0.552238805970149
"740",740,740,38517,2014-03-02,"Dinamo Minsk","Dinamo Riga",5,27,2,19,"win","loss",1080,920,0.58695652173913,0.41304347826087
"741",741,741,38518,2014-03-02,"Slovan Bratislava","Spartak Moscow",0,33,3,24,"loss","win",875,1125,0.578947368421053,0.421052631578947
"742",742,742,38519,2014-03-02,"Lev Prague","Medvescak Zagreb",2,47,1,23,"win","loss",999,1001,0.671428571428571,0.328571428571429
"743",743,743,38520,2014-03-04,"Admiral Vladivostok","Amur Khabarovsk",4,22,1,39,"win","loss",1156,844,0.360655737704918,0.639344262295082
"744",744,744,38521,2014-03-04,"Sibir Novosibirsk Region","Metallurg Novokuznetsk",6,46,5,23,"win","loss",913,1087,0.666666666666667,0.333333333333333
"745",745,745,38522,2014-03-04,"Traktor Chelyabinsk","Ak Bars Kazan",2,27,2,25,"draw","draw",994,1006,0.519230769230769,0.480769230769231
"746",746,746,38523,2014-03-04,"Metallurg Magnitogorsk","Torpedo Nizhny Novgorod",4,31,2,32,"win","loss",1067,933,0.492063492063492,0.507936507936508
"747",747,747,38524,2014-03-04,"Salavat Yulaev Ufa","Vityaz Moscow Region",3,28,2,25,"win","loss",1027,973,0.528301886792453,0.471698113207547
"748",748,748,38525,2014-03-04,"Neftekhimik Nizhnekamsk","Dynamo Moscow",2,29,4,29,"loss","win",931,1069,0.5,0.5
"749",749,749,38526,2014-03-04,"Lokomotiv Yaroslavl","Barys Astana",4,30,1,37,"win","loss",1106,894,0.447761194029851,0.552238805970149
"750",750,750,38527,2014-03-04,"Severstal Cherepovets","Avangard Omsk Region",1,32,2,27,"loss","win",957,1043,0.542372881355932,0.457627118644068
"751",751,751,38528,2014-03-04,"Atlant Moscow Region","Avtomobilist Yekaterinburg",2,31,3,32,"loss","win",971,1029,0.492063492063492,0.507936507936508
"752",752,752,38529,2014-03-04,"SKA Saint Petersburg","Ugra Khanty-Mansiysk",1,52,2,19,"loss","win",914,1086,0.732394366197183,0.267605633802817
"753",753,753,38530,2014-03-04,"CSKA Moscow","Dinamo Minsk",3,26,0,18,"win","loss",1115,885,0.590909090909091,0.409090909090909
"754",754,754,38531,2014-03-04,"Dinamo Riga","Donbass Donetsk",0,26,1,21,"loss","win",952,1048,0.553191489361702,0.446808510638298
"755",755,755,38532,2014-03-04,"Slovan Bratislava","Medvescak Zagreb",2,25,3,32,"loss","win",986,1014,0.43859649122807,0.56140350877193
"756",756,756,38533,2014-03-04,"Lev Prague","Spartak Moscow",2,27,2,26,"draw","draw",997,1003,0.509433962264151,0.490566037735849
